order_id,user_id,product_id,order_date,quantity,unit_price,discount_pct,total_amount,order_status
30063,13726,20147,2025-12-12,1,72379.47,15,61522.55,Completed
30064,12682,20341,2025-09-09,2,38918.16,10,70052.69,Completed
30065,11965,20478,2025-11-14,5,70965.69,0,354828.45,Returned
30066,12460,20305,2026-05-25,3,10953.6,20,26288.64,Completed
30067,10422,20368,2025-11-26,1,4668.24,0,4668.24,Completed
30068,10959,20293,2026-01-29,2,16657.92,10,29984.26,Completed
30069,12047,20180,2026-06-19,3,59510.57,25,133898.78,Completed
30070,10595,20469,2025-01-15,3,28766.22,25,64724.0,Completed
30071,12218,20476,2026-08-09,1,54610.59,5,51880.06,Completed
30072,11349,20060,2025-07-30,1,8389.23,20,6711.38,Completed
30073,12830,20225,2025-10-30,1,33425.01,0,33425.01,Completed
30074,10228,20298,2026-05-13,3,9022.71,15,23007.91,Completed
30075,10005,20263,2025-10-01,1,4878.61,10,4390.75,Cancelled
30076,10152,20298,2026-07-04,2,9022.71,0,18045.42,Completed
30077,12269,20185,2025-04-28,4,71730.78,0,286923.12,Completed
30078,14253,20272,2025-03-28,1,13956.93,15,11863.39,Completed
30079,13330,20485,2025-09-25,5,51798.14,0,258990.7,Completed
30080,13078,20115,2025-03-23,5,3792.2,0,18961.0,Completed
30081,12326,20409,2026-01-12,2,11740.61,20,18784.98,Completed
30082,13972,20422,2025-11-05,4,66327.46,15,225513.36,Returned
30083,11005,20300,2026-04-03,2,6058.2,20,9693.12,Pending
30084,14977,20038,2025-08-29,1,2838.16,5,2696.25,Cancelled
30085,13661,20256,2025-11-11,1,57252.68,0,57252.68,Completed
30086,13519,20490,2025-08-11,1,34083.17,0,34083.17,Completed
30087,10995,20234,2025-04-20,4,88723.86,20,283916.35,Completed
30088,11737,20301,2026-05-21,5,64561.33,0,322806.65,Pending
30089,11623,20243,2025-03-07,5,38910.86,0,194554.3,Completed
30090,12628,20158,2026-03-31,5,2406.85,5,11432.54,Completed
30091,11954,20465,2025-11-17,4,1739.72,0,6958.88,Completed
30092,14709,20400,2026-05-15,4,31345.15,5,119111.57,Completed
30093,13493,20388,2025-09-15,5,2483.93,5,11798.67,Completed
30094,11926,20350,2025-06-08,5,22167.77,25,83129.14,Returned
30095,10173,20212,2026-03-11,3,20590.64,0,61771.92,Completed
30096,11193,20291,2026-06-24,2,36790.04,20,58864.06,Completed
30097,11127,20061,2026-04-16,2,5414.71,25,8122.06,Completed
30098,10228,20133,2026-04-27,2,5706.25,10,10271.25,Returned
30099,13644,20109,2025-07-04,3,2247.73,0,6743.19,Completed
30100,11987,20334,2026-05-11,4,73508.12,20,235225.98,Completed
30101,13729,20384,2025-12-17,1,53057.35,0,53057.35,Completed
30102,11235,20425,2025-07-21,1,17618.69,10,15856.82,Completed
30103,13767,20297,2025-07-27,2,4261.36,5,8096.58,Completed
30104,14617,20360,2025-01-31,1,56113.73,0,56113.73,Completed
30105,13716,20284,2025-02-21,3,23484.85,20,56363.64,Completed
30106,14522,20138,2025-12-24,1,34423.63,25,25817.72,Completed
30107,12122,20118,2025-04-17,5,10314.07,5,48991.83,Pending
30108,10343,20125,2025-09-27,5,4945.21,20,19780.84,Completed
30109,14467,20180,2026-05-29,1,59510.57,15,50583.98,Completed
30110,12932,20222,2026-05-19,3,23674.65,0,71023.95,Completed
30111,14318,20370,2026-08-25,1,56386.0,0,56386.0,Returned
30112,14736,20160,2025-02-08,2,68434.79,0,136869.58,Completed
30113,11359,20204,2025-08-26,2,23854.66,0,47709.32,Completed
30114,12422,20045,2025-02-16,1,12203.95,0,12203.95,Completed
30115,14833,20016,2025-04-17,1,35306.55,20,28245.24,Cancelled
30116,13175,20090,2026-06-24,5,17068.96,25,64008.6,Returned
30117,10738,20448,2025-01-24,4,58246.25,20,186388.0,Completed
30118,14661,20291,2025-05-16,1,36790.04,0,36790.04,Completed
30119,11027,20105,2025-01-30,3,6303.3,10,17018.91,Completed
30120,14640,20464,2025-05-28,3,7905.15,0,23715.45,Completed
30121,11104,20145,2026-06-20,2,52478.7,25,78718.05,Completed
30122,12684,20112,2025-02-15,4,1086.07,0,4344.28,Completed
30123,14945,20215,2025-02-24,3,72763.18,5,207375.06,Completed
30124,10396,20426,2026-05-13,4,21403.87,10,77053.93,Completed
30125,12940,20406,2026-05-23,3,5226.97,25,11760.68,Completed
30126,14485,20178,2025-01-30,2,11956.29,0,23912.58,Completed
30127,13332,20021,2025-05-12,1,8509.16,15,7232.79,Completed
30128,11535,20226,2025-05-09,3,8153.83,20,19569.19,Completed
30129,10045,20046,2025-07-27,1,17953.8,25,13465.35,Completed
30130,11980,20057,2025-07-24,2,16824.2,5,31965.98,Cancelled
30131,11865,20261,2025-11-06,1,10568.75,5,10040.31,Completed
30132,11808,20486,2025-02-18,4,7842.46,10,28232.86,Completed
30133,12275,20052,2025-08-12,3,55929.1,0,167787.3,Completed
30134,14445,20415,2025-01-20,1,53657.74,10,48291.97,Completed
30135,12161,20417,2025-01-08,3,2499.6,10,6748.92,Completed
30136,13102,20431,2025-06-14,1,48035.17,15,40829.89,Completed
30137,12324,20131,2026-07-06,2,14138.1,10,25448.58,Completed
30138,13434,20053,2025-03-04,2,2418.21,15,4110.96,Completed
30139,14822,20083,2026-05-03,4,67041.95,5,254759.41,Completed
30140,13508,20440,2025-01-03,1,15876.22,0,15876.22,Completed
30141,10804,20018,2026-06-22,1,7746.17,15,6584.24,Completed
30142,12070,20412,2026-01-27,2,53454.05,15,90871.88,Completed
30143,14481,20143,2025-01-28,1,69337.91,0,69337.91,Completed
30144,10491,20306,2025-09-05,3,34373.54,5,97964.59,Completed
30145,11480,20417,2025-09-28,5,2499.6,10,11248.2,Completed
30146,12936,20028,2025-05-13,3,10342.53,15,26373.45,Returned
30147,11704,20302,2026-02-19,1,53718.24,20,42974.59,Completed
30148,14317,20113,2025-10-28,4,39835.11,25,119505.33,Completed
30149,13666,20116,2026-06-14,1,14064.2,5,13360.99,Completed
30150,12013,20328,2026-07-23,1,9002.62,0,9002.62,Completed
30151,14687,20376,2025-12-03,5,5903.82,0,29519.1,Completed
30152,14909,20488,2025-05-14,1,65208.45,20,52166.76,Returned
30153,13231,20251,2025-05-02,1,16747.38,0,16747.38,Completed
30154,10143,20113,2025-05-19,3,39835.11,0,119505.33,Completed
30155,11850,20094,2025-07-21,1,3813.73,0,3813.73,Completed
30156,14021,20001,2026-02-08,5,23149.63,0,115748.15,Completed
30157,10045,20455,2026-03-07,1,14151.15,5,13443.59,Completed
30158,10451,20183,2025-10-26,4,13920.81,0,55683.24,Completed
30159,11260,20314,2026-07-20,4,9749.06,10,35096.62,Completed
30160,11004,20462,2026-01-12,5,21188.14,20,84752.56,Completed
30161,14778,20149,2026-07-24,4,4138.83,0,16555.32,Completed
30162,13352,20056,2026-05-12,2,57939.77,25,86909.66,Completed
30163,11997,20070,2025-06-24,1,76244.4,15,64807.74,Returned
30164,13675,20145,2025-05-03,1,52478.7,10,47230.83,Completed
30165,13489,20078,2026-07-06,5,51364.35,20,205457.4,Returned
30166,14889,20135,2025-10-27,1,3167.92,0,3167.92,Completed
30167,13654,20079,2025-08-15,5,3727.99,5,17707.95,Completed
30168,13033,20328,2026-04-11,1,9002.62,20,7202.1,Completed
30169,11495,20444,2025-12-26,4,74767.88,5,284117.94,Returned
30170,11073,20248,2025-09-02,2,6707.73,25,10061.59,Cancelled
30171,14113,20176,2026-05-16,2,27448.58,10,49407.44,Completed
30172,14245,20010,2026-05-24,2,46150.46,0,92300.92,Cancelled
30173,11579,20221,2026-04-25,2,22247.55,0,44495.1,Completed
30174,11236,20127,2025-03-20,4,8020.46,5,30477.75,Completed
30175,11740,20041,2026-06-08,1,29092.37,0,29092.37,Completed
30176,11016,20403,2025-01-19,2,1970.55,20,3152.88,Completed
30177,14813,20190,2026-02-01,2,1765.82,10,3178.48,Completed
30178,12966,20450,2025-02-11,1,23361.13,10,21025.02,Pending
30179,11560,20392,2026-08-25,1,10022.97,0,10022.97,Completed
30180,11569,20414,2025-01-02,5,6373.65,25,23901.19,Pending
30181,11987,20107,2025-04-30,5,17658.79,15,75049.86,Completed
30182,11511,20164,2025-06-27,1,5667.77,0,5667.77,Completed
30183,14576,20178,2025-07-27,1,11956.29,15,10162.85,Returned
30184,13857,20082,2025-06-05,4,9837.71,5,37383.3,Completed
30185,11712,20386,2026-08-14,4,88289.68,15,300184.91,Completed
30186,14140,20005,2025-02-09,2,13045.38,5,24786.22,Completed
30187,13528,20174,2025-12-19,1,63705.6,20,50964.48,Completed
30188,14971,20333,2026-04-20,1,19641.38,15,16695.17,Completed
30189,13869,20296,2025-10-05,1,48535.51,0,48535.51,Completed
30190,14452,20441,2025-01-08,3,24907.45,0,74722.35,Pending
30191,14570,20267,2025-06-03,1,86113.1,0,86113.1,Completed
30192,13670,20118,2026-08-26,5,10314.07,25,38677.76,Completed
30193,13645,20200,2026-04-16,5,24722.73,0,123613.65,Completed
30194,12161,20495,2025-05-01,1,21784.55,0,21784.55,Returned
30195,11502,20422,2025-02-26,4,66327.46,5,252044.35,Completed
30196,10815,20017,2025-08-11,3,23627.97,25,53162.93,Completed
30197,14066,20075,2025-04-30,1,86654.71,25,64991.03,Completed
30198,13326,20121,2025-07-21,1,56463.12,0,56463.12,Completed
30199,14497,20282,2025-09-19,4,7179.07,5,27280.47,Returned
30200,11324,20039,2025-11-17,1,44505.15,5,42279.89,Completed
30201,10005,20354,2025-04-27,4,20099.06,0,80396.24,Completed
30202,13518,20195,2025-10-04,2,4460.83,5,8475.58,Completed
30203,11259,20498,2025-02-28,2,12320.93,0,24641.86,Completed
30204,12035,20153,2025-10-20,5,11803.03,5,56064.39,Completed
30205,10200,20344,2025-02-23,1,25682.64,25,19261.98,Completed
30206,11706,20245,2026-08-11,2,28649.26,20,45838.82,Completed
30207,13942,20116,2025-02-07,1,14064.2,0,14064.2,Completed
30208,13932,20471,2026-06-12,1,41735.26,0,41735.26,Completed
30209,12069,20414,2025-11-27,4,6373.65,15,21670.41,Completed
30210,13759,20430,2026-05-14,4,4133.67,25,12401.01,Cancelled
30211,13146,20041,2026-05-26,1,29092.37,0,29092.37,Returned
30212,12844,20104,2025-07-31,1,77336.07,0,77336.07,Completed
30213,12197,20248,2025-01-26,3,6707.73,15,17104.71,Completed
30214,10625,20475,2025-06-13,5,44112.43,0,220562.15,Pending
30215,12134,20434,2025-06-18,2,31787.2,25,47680.8,Cancelled
30216,12579,20364,2026-02-26,2,9536.46,20,15258.34,Completed
30217,10692,20172,2025-06-29,1,76416.71,25,57312.53,Completed
30218,12598,20266,2025-04-10,1,58721.88,25,44041.41,Pending
30219,10814,20329,2025-12-02,2,62105.85,0,124211.7,Returned
30220,11628,20386,2026-01-09,2,88289.68,0,176579.36,Completed
30221,14617,20376,2026-07-01,3,5903.82,0,17711.46,Completed
30222,13593,20149,2026-05-07,3,4138.83,5,11795.67,Pending
30223,12581,20203,2025-09-23,5,8822.21,0,44111.05,Completed
30224,13933,20374,2026-05-12,1,73102.12,25,54826.59,Cancelled
30225,10296,20458,2025-08-04,5,77868.01,10,350406.04,Completed
30226,13252,20025,2025-12-26,3,4074.84,25,9168.39,Completed
30227,11155,20488,2025-01-14,1,65208.45,0,65208.45,Completed
30228,13981,20453,2026-06-29,1,9305.74,20,7444.59,Returned
30229,10533,20278,2025-07-12,1,24645.96,15,20949.07,Completed
30230,10888,20453,2025-02-16,2,9305.74,5,17680.91,Completed
30231,13273,20457,2025-11-16,2,17953.93,0,35907.86,Completed
30232,12926,20011,2026-07-22,5,50954.17,25,191078.14,Pending
30233,12433,20428,2026-05-25,2,9935.58,0,19871.16,Completed
30234,13598,20261,2025-10-12,4,10568.75,0,42275.0,Completed
30235,12421,20006,2026-04-04,1,3534.14,10,3180.73,Completed
30236,13236,20225,2025-09-19,2,33425.01,20,53480.02,Returned
30237,14619,20272,2025-01-11,3,13956.93,20,33496.63,Completed
30238,10835,20248,2025-08-03,1,6707.73,25,5030.8,Pending
30239,11378,20046,2025-01-11,2,17953.8,5,34112.22,Completed
30240,13481,20408,2025-05-20,1,11380.82,20,9104.66,Completed
30241,14607,20014,2025-05-18,5,53066.08,20,212264.32,Completed
30242,10212,20024,2025-02-23,1,6302.31,25,4726.73,Completed
30243,10927,20365,2026-06-30,5,6153.37,0,30766.85,Pending
30244,12673,20254,2026-06-11,1,48972.96,0,48972.96,Completed
30245,14033,20332,2025-11-19,2,8506.08,5,16161.55,Completed
30246,10345,20407,2026-02-03,1,10235.49,0,10235.49,Pending
30247,13083,20423,2026-07-31,2,16205.5,5,30790.45,Completed
30248,14432,20262,2026-07-20,2,57010.97,0,114021.94,Completed
30249,11702,20247,2025-07-29,2,67521.62,0,135043.24,Completed
30250,14701,20489,2026-07-23,2,41944.27,25,62916.4,Completed
30251,13847,20277,2025-04-10,4,28977.63,25,86932.89,Completed
30252,14017,20112,2026-05-30,1,1086.07,15,923.16,Completed
30253,10296,20201,2025-04-07,2,3531.72,15,6003.92,Completed
30254,12749,20302,2025-08-25,1,53718.24,10,48346.42,Pending
30255,14484,20105,2025-04-18,1,6303.3,20,5042.64,Completed
30256,11497,20228,2026-02-02,1,70917.06,15,60279.5,Completed
30257,13080,20425,2025-04-03,4,17618.69,25,52856.07,Completed
30258,11568,20488,2025-03-26,1,65208.45,0,65208.45,Completed
30259,11976,20494,2025-09-14,2,74654.74,0,149309.48,Completed
30260,14133,20187,2025-12-04,5,18470.39,0,92351.95,Cancelled
30261,14279,20453,2025-06-16,4,9305.74,20,29778.37,Completed
30262,14166,20368,2026-01-13,5,4668.24,0,23341.2,Completed
30263,10237,20170,2026-07-23,1,40566.33,20,32453.06,Completed
30264,10464,20479,2025-12-28,2,6128.15,10,11030.67,Cancelled
30265,14287,20187,2026-01-12,2,18470.39,0,36940.78,Cancelled
30266,10930,20419,2026-08-06,3,9595.91,0,28787.73,Returned
30267,11887,20041,2025-05-05,4,29092.37,10,104732.53,Completed
30268,13912,20323,2026-08-12,4,55133.15,0,220532.6,Completed
30269,14413,20339,2026-05-31,2,3783.87,15,6432.58,Pending
30270,10718,20083,2026-06-05,2,67041.95,10,120675.51,Completed
30271,10658,20321,2026-08-07,1,21065.61,15,17905.77,Completed
30272,11213,20342,2025-08-25,1,11524.39,25,8643.29,Completed
30273,13822,20147,2025-02-03,2,72379.47,5,137520.99,Completed
30274,14053,20474,2026-07-10,3,26990.6,25,60728.85,Completed
30275,12271,20335,2026-04-25,1,16431.66,15,13966.91,Completed
30276,10758,20147,2025-04-24,1,72379.47,25,54284.6,Completed
30277,13479,20281,2025-06-13,1,31443.43,0,31443.43,Cancelled
30278,11231,20167,2026-01-25,2,17070.06,0,34140.12,Completed
30279,12974,20256,2025-04-16,4,57252.68,5,217560.18,Returned
30280,12448,20223,2025-03-25,1,10229.95,25,7672.46,Completed
30281,13259,20094,2025-08-24,1,3813.73,0,3813.73,Completed
30282,12013,20376,2026-04-13,4,5903.82,0,23615.28,Completed
30283,13676,20161,2026-05-09,2,10154.15,5,19292.88,Completed
30284,10083,20248,2026-03-30,1,6707.73,15,5701.57,Completed
30285,13763,20464,2026-03-12,1,7905.15,15,6719.38,Completed
30286,11401,20424,2025-12-30,1,6678.45,0,6678.45,Returned
30287,10659,20268,2026-06-25,1,21597.52,5,20517.64,Completed
30288,12873,20348,2025-08-18,1,13508.74,20,10806.99,Completed
30289,11338,20158,2026-04-26,1,2406.85,5,2286.51,Completed
30290,13225,20070,2025-12-26,2,76244.4,15,129615.48,Pending
30291,10694,20170,2026-05-25,5,40566.33,15,172406.9,Completed
30292,14328,20398,2025-10-30,1,1337.35,0,1337.35,Returned
30293,11145,20261,2026-06-16,2,10568.75,15,17966.88,Completed
30294,13257,20420,2025-07-29,1,12639.72,5,12007.73,Completed
30295,13528,20443,2026-02-20,2,64349.32,10,115828.78,Completed
30296,11853,20441,2025-04-16,2,24907.45,15,42342.66,Completed
30297,14484,20215,2025-03-19,5,72763.18,25,272861.92,Completed
30298,12680,20316,2026-05-04,2,1667.5,0,3335.0,Completed
30299,10864,20480,2026-04-27,1,7620.36,10,6858.32,Completed
30300,11250,20479,2025-04-01,1,6128.15,5,5821.74,Returned
30301,11219,20078,2026-05-30,2,51364.35,15,87319.39,Completed
30302,14905,20480,2026-08-05,3,7620.36,20,18288.86,Completed
30303,11050,20447,2026-05-21,1,5108.72,10,4597.85,Completed
30304,12903,20433,2026-07-08,3,27250.58,20,65401.39,Completed
30305,14633,20475,2026-04-13,1,44112.43,0,44112.43,Completed
30306,14807,20193,2025-11-04,5,13536.82,15,57531.48,Cancelled
30307,11495,20369,2025-01-08,2,22853.33,0,45706.66,Completed
30308,12337,20308,2026-02-16,3,7148.24,5,20372.48,Completed
30309,10368,20137,2026-06-08,2,18946.72,10,34104.1,Completed
30310,10412,20144,2025-07-14,4,5495.55,5,20883.09,Completed
30311,13094,20035,2026-08-02,2,6929.32,0,13858.64,Completed
30312,10354,20330,2025-09-29,5,10507.44,25,39402.9,Completed
30313,11566,20369,2025-03-07,3,22853.33,10,61703.99,Completed
30314,11339,20272,2025-11-15,4,13956.93,0,55827.72,Completed
30315,14878,20478,2026-03-20,1,70965.69,10,63869.12,Completed
30316,10329,20161,2025-03-17,4,10154.15,15,34524.11,Completed
30317,11494,20307,2025-02-12,4,7902.08,0,31608.32,Completed
30318,12830,20317,2026-03-02,1,7614.01,25,5710.51,Completed
30319,11487,20079,2026-07-05,2,3727.99,5,7083.18,Completed
30320,13736,20315,2025-07-10,2,17440.98,20,27905.57,Completed
30321,10738,20127,2025-10-21,1,8020.46,20,6416.37,Completed
30322,13889,20359,2026-07-25,3,59370.32,15,151394.32,Completed
30323,14844,20456,2025-08-22,5,34404.16,15,146217.68,Completed
30324,11795,20004,2026-01-08,4,6403.28,10,23051.81,Completed
30325,11303,20492,2025-07-26,1,40005.07,15,34004.31,Completed
30326,12669,20386,2026-03-08,1,88289.68,15,75046.23,Completed
30327,14239,20327,2026-05-20,1,3726.26,10,3353.63,Completed
30328,13883,20186,2025-10-05,1,60665.97,0,60665.97,Returned
30329,14167,20358,2025-10-15,4,24980.62,25,74941.86,Completed
30330,10638,20062,2026-01-26,2,60565.45,0,121130.9,Completed
30331,14563,20354,2026-02-22,1,20099.06,0,20099.06,Completed
30332,12642,20281,2026-07-30,1,31443.43,10,28299.09,Completed
30333,10041,20327,2026-02-11,2,3726.26,15,6334.64,Completed
30334,13986,20281,2025-11-04,3,31443.43,15,80180.75,Pending
30335,12947,20123,2025-05-05,1,27182.88,20,21746.3,Completed
30336,10771,20322,2026-05-10,2,4369.14,0,8738.28,Completed
30337,14375,20282,2025-08-03,1,7179.07,25,5384.3,Completed
30338,13017,20228,2026-06-06,2,70917.06,15,120559.0,Completed
30339,13711,20496,2026-04-28,1,12642.21,25,9481.66,Completed
30340,10058,20358,2026-02-15,1,24980.62,0,24980.62,Cancelled
30341,14264,20362,2026-06-05,1,9893.24,5,9398.58,Completed
30342,11654,20183,2025-08-14,2,13920.81,20,22273.3,Completed
30343,13238,20494,2025-08-20,1,74654.74,0,74654.74,Completed
30344,10082,20131,2025-04-27,2,14138.1,0,28276.2,Completed
30345,14230,20430,2025-09-06,5,4133.67,15,17568.1,Pending
30346,11509,20157,2025-12-02,4,4353.19,20,13930.21,Completed
30347,10262,20186,2025-06-25,1,60665.97,10,54599.37,Returned
30348,13707,20395,2026-03-09,5,12072.12,0,60360.6,Completed
30349,14115,20235,2025-01-31,1,3081.94,0,3081.94,Completed
30350,12318,20149,2025-03-07,4,4138.83,15,14072.02,Completed
30351,14673,20043,2026-03-19,2,7715.25,5,14658.98,Completed
30352,13803,20004,2025-04-03,2,6403.28,15,10885.58,Completed
30353,12912,20325,2025-08-10,2,51351.3,20,82162.08,Completed
30354,10669,20198,2026-01-10,1,5709.53,0,5709.53,Returned
30355,11271,20278,2025-07-08,5,24645.96,25,92422.35,Completed
30356,11735,20366,2025-02-27,1,69896.54,0,69896.54,Completed
30357,13815,20359,2025-01-25,2,59370.32,5,112803.61,Returned
30358,14020,20006,2026-04-29,2,3534.14,0,7068.28,Completed
30359,14716,20462,2026-03-27,1,21188.14,10,19069.33,Completed
30360,13858,20150,2026-06-15,2,53772.98,0,107545.96,Completed
30361,11900,20272,2025-06-16,1,13956.93,20,11165.54,Cancelled
30362,12232,20480,2026-05-20,4,7620.36,10,27433.3,Completed
30363,10441,20164,2025-02-10,4,5667.77,0,22671.08,Completed
30364,10581,20178,2025-04-10,1,11956.29,15,10162.85,Completed
30365,13322,20058,2026-07-15,1,49609.4,10,44648.46,Completed
30366,10376,20199,2025-01-23,2,13355.43,0,26710.86,Completed
30367,13802,20087,2026-03-29,5,84059.77,10,378268.96,Completed
30368,11808,20379,2026-01-16,1,79113.37,20,63290.7,Returned
30369,10729,20179,2026-05-12,2,40733.22,15,69246.47,Completed
30370,12438,20078,2025-02-19,1,51364.35,5,48796.13,Returned
30371,14276,20047,2025-01-16,4,60160.55,0,240642.2,Pending
30372,12424,20437,2025-02-28,4,52112.5,15,177182.5,Completed
30373,12892,20134,2025-02-02,2,7974.42,0,15948.84,Completed
30374,12377,20490,2026-06-20,1,34083.17,25,25562.38,Completed
30375,11969,20153,2025-08-19,5,11803.03,0,59015.15,Completed
30376,12248,20387,2025-12-10,1,68423.89,15,58160.31,Pending
30377,12744,20269,2026-01-09,2,9587.31,10,17257.16,Pending
30378,12857,20115,2025-12-27,1,3792.2,0,3792.2,Pending
30379,11760,20053,2025-09-27,2,2418.21,20,3869.14,Pending
30380,11913,20242,2026-02-23,1,16510.85,15,14034.22,Completed
30381,13673,20323,2026-02-22,4,55133.15,0,220532.6,Cancelled
30382,13809,20287,2025-08-14,1,2790.17,0,2790.17,Completed
30383,11983,20383,2026-06-26,3,72624.76,15,185193.14,Completed
30384,12678,20067,2025-06-20,2,3376.57,0,6753.14,Returned
30385,11695,20337,2025-12-01,1,37718.25,0,37718.25,Completed
30386,14532,20183,2025-07-18,2,13920.81,10,25057.46,Completed
30387,11738,20231,2025-02-16,1,36787.31,0,36787.31,Completed
30388,10046,20450,2026-08-16,4,23361.13,15,79427.84,Completed
30389,11942,20389,2025-03-11,4,4767.59,0,19070.36,Completed
30390,14340,20393,2025-09-27,2,6265.51,20,10024.82,Completed
30391,10156,20285,2026-01-18,1,35457.48,10,31911.73,Completed
30392,13466,20163,2025-10-14,1,22553.39,0,22553.39,Completed
30393,10962,20104,2025-11-18,1,77336.07,20,61868.86,Completed
30394,10945,20484,2025-08-17,1,35317.91,15,30020.22,Completed
30395,11279,20163,2025-08-28,1,22553.39,10,20298.05,Returned
30396,11386,20306,2026-04-18,1,34373.54,15,29217.51,Completed
30397,14055,20286,2025-11-02,2,11817.08,0,23634.16,Completed
30398,13920,20271,2025-09-11,2,85999.76,0,171999.52,Completed
30399,11737,20029,2025-11-13,4,71292.57,0,285170.28,Completed
30400,12867,20409,2026-05-23,4,11740.61,0,46962.44,Completed
30401,12425,20075,2025-03-04,3,86654.71,0,259964.13,Completed
30402,14249,20485,2026-06-11,5,51798.14,0,258990.7,Completed
30403,13839,20313,2026-07-27,3,10506.86,10,28368.52,Returned
30404,12820,20112,2025-06-24,4,1086.07,15,3692.64,Completed
30405,13224,20248,2025-05-25,2,6707.73,25,10061.59,Pending
30406,12651,20307,2025-05-17,1,7902.08,25,5926.56,Completed
30407,10240,20324,2025-06-06,1,3727.5,10,3354.75,Completed
30408,13255,20380,2025-01-20,4,1141.81,0,4567.24,Pending
